keyboard,path,targets,touch_target,layoutfile,touch_file,platforms,layers,nondefault_longpress,longpress_beyond_template,flick,multitap,verdict
basic_kbdusr,release/basic/basic_kbdusr/source/basic_kbdusr.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdusx,release/basic/basic_kbdusx/source/basic_kbdusx.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|rightalt-shift|caps|rightalt-caps|symbol|symbol-caps,27,27,0,2,DEVELOPED
basic_kbduzb,release/basic/basic_kbduzb/source/basic_kbduzb.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdvntc,release/basic/basic_kbdvntc/source/basic_kbdvntc.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|rightalt-shift|caps|rightalt-caps|symbol|symbol-caps,30,30,0,2,DEVELOPED
basic_kbdwol,release/basic/basic_kbdwol/source/basic_kbdwol.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdyak,release/basic/basic_kbdyak/source/basic_kbdyak.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdyba,release/basic/basic_kbdyba/source/basic_kbdyba.kmn,any,yes,yes,yes,tablet,default|shift|symbol,56,36,0,0,DEVELOPED
basic_kbdycc,release/basic/basic_kbdycc/source/basic_kbdycc.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,31,31,0,2,DEVELOPED
basic_kbdycl,release/basic/basic_kbdycl/source/basic_kbdycl.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
bj_cree_east,release/bj/bj_cree_east/source/bj_cree_east.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
bj_cree_east_james_bay,release/bj/bj_cree_east_james_bay/source/bj_cree_east_james_bay.kmn,desktop web,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
bj_cree_east_latn,release/bj/bj_cree_east_latn/source/bj_cree_east_latn.kmn,any,yes,yes,yes,phone,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
bj_cree_west_latn,release/bj/bj_cree_west_latn/source/bj_cree_west_latn.kmn,any,yes,yes,yes,phone,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
bj_cree_woods,release/bj/bj_cree_woods/source/bj_cree_woods.kmn,web desktop,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
bj_innu,release/bj/bj_innu/source/bj_innu.kmn,any,yes,yes,yes,phone,default|shift|numeric,2,2,0,0,DEVELOPED
bj_innu_phonemic,release/bj/bj_innu_phonemic/source/bj_innu_phonemic.kmn,any,yes,yes,yes,phone,default|shift|numeric,16,6,0,0,DEVELOPED
bj_mista_wasaha_cree,release/bj/bj_mista_wasaha_cree/source/bj_mista_wasaha_cree.kmn,web desktop,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
bj_naskapi_classic,release/bj/bj_naskapi_classic/source/bj_naskapi_classic.kmn,web desktop,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
bj_naskapi_common,release/bj/bj_naskapi_common/source/bj_naskapi_common.kmn,any,yes,yes,yes,tablet,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
bj_oji_cree,release/bj/bj_oji_cree/source/bj_oji_cree.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
cabecar,release/c/cabecar/source/cabecar.kmn,any,yes,yes,yes,phone,default|shift|numeric|symbol,44,29,0,0,DEVELOPED
camoes,release/c/camoes/source/camoes.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,0,0,0,0,DEFAULT_SCAFFOLD
cantonese_telex,release/c/cantonese_telex/source/cantonese_telex.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies|caps,291,240,0,0,DEVELOPED
caucasian_albanian,release/c/caucasian_albanian/source/caucasian_albanian.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,0,0,0,0,DEFAULT_SCAFFOLD
cham_latin,release/c/cham_latin/source/cham_latin.kmn,web desktop,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
chechen_latin,release/c/chechen_latin/source/chechen_latin.kmn,any,yes,yes,yes,phone,default|numerals|symbols|shift|rightalt|rightalt-shift|caps|rightalt-caps,43,43,0,0,DEVELOPED
chinuk_wawa,release/c/chinuk_wawa/source/chinuk_wawa.kmn,any,yes,yes,yes,tablet,default|shift|numeric,15,11,0,0,DEVELOPED
choctaw_modern,release/c/choctaw_modern/source/choctaw_modern.kmn,any,yes,yes,yes,phone,default|shift|numeric,41,31,0,0,DEVELOPED
clavbur9,release/c/clavbur9/source/clavbur9.kmn,any,yes,yes,yes,phone,default|shift|numeric,59,57,0,0,DEVELOPED
colchis_latin,release/c/colchis_latin/source/colchis_latin.kmn,any,yes,yes,yes,tablet+phone,default|rightalt|shift|numeric,72,52,0,0,DEVELOPED
common_devanagari,release/c/common_devanagari/source/common_devanagari.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
coptic_greek,release/c/coptic_greek/source/coptic_greek.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
coptic_qwerty,release/c/coptic_qwerty/source/coptic_qwerty.kmn,any,yes,yes,yes,phone,default|shift|numeric,94,94,0,0,DEVELOPED
cs_pinyin,release/c/cs_pinyin/source/cs_pinyin.kmn,windows,no,no,no,,,0,0,0,0,DESKTOP_ONLY
cymraeg_fodern,release/c/cymraeg_fodern/source/cymraeg_fodern.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
cypriot,release/c/cypriot/source/cypriot.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
cypro_minoan,release/c/cypro_minoan/source/cypro_minoan.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
dagaare,release/d/dagaare/source/dagaare.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
dagbani,release/d/dagbani/source/dagbani.kmn,any,yes,yes,yes,phone,default|shift|numeric|symbol,10,10,0,0,DEVELOPED
dakota_smsc,release/d/dakota_smsc/source/dakota_smsc.kmn,any,yes,yes,yes,phone,default|shift|Numeric|emoji_1|emoji_2|emoji_3|emoji_4|caps,58,43,0,0,DEVELOPED
dazaga_gourane_karra,release/d/dazaga_gourane_karra/source/dazaga_gourane_karra.kmn,any,yes,yes,yes,phone,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
dega,release/d/dega/source/dega.kmn,any,yes,yes,yes,tablet+phone,default|shift|numeric|more|caps,105,72,0,0,DEVELOPED
dene,release/d/dene/source/dene.kmn,any,yes,yes,yes,tablet,default|shift|ctrl,0,0,0,0,DEFAULT_SCAFFOLD
deseret,release/d/deseret/source/deseret.kmn,any,yes,yes,yes,tablet,default|shift,34,34,0,0,DEVELOPED
devanagari_kagapa_phonetic,release/d/devanagari_kagapa_phonetic/source/devanagari_kagapa_phonetic.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
dine_bizaad,release/d/dine_bizaad/source/dine_bizaad.kmn,any,yes,yes,yes,tablet,default|shift|alt|shift-alt,34,34,0,0,DEVELOPED
dives_akuru_inscript,release/d/dives_akuru_inscript/source/dives_akuru_inscript.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
dogra_inscript,release/d/dogra_inscript/source/dogra_inscript.kmn,any,yes,yes,yes,phone,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
dzardzongke,release/d/dzardzongke/source/dzardzongke.kmn,any,yes,yes,yes,phone,default|shift|numeric,10,0,0,0,DEFAULT_SCAFFOLD
east_syriac_qwerty,release/e/east_syriac_qwerty/source/east_syriac_qwerty.kmn,any,yes,yes,yes,phone,default|symbols|ES-diac|WS-diac,27,27,0,0,DEVELOPED
eastern_cham,release/e/eastern_cham/source/eastern_cham.kmn,web desktop,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
easy_arabic,release/e/easy_arabic/source/easy_arabic.kmn,desktop web,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
easy_chakma,release/e/easy_chakma/source/easy_chakma.kmn,any,yes,yes,yes,tablet,default|shift|symbol,3,3,0,0,DEVELOPED
eKwtamil99Uni,release/e/ekwtamil99uni/extra/Jan09/eKwtamil99Uni.kmn,(none),no,no,no,,,0,0,0,0,DESKTOP_ONLY
eKwTamil99Uni,release/e/ekwtamil99uni/extra/Original/eKwTamil99Uni.kmn,(none),no,no,no,,,0,0,0,0,DESKTOP_ONLY
eKwTamil99UniUpdt,release/e/ekwtamil99uni/extra/eKwTamil99UniUpdt.kmn,(none),no,no,no,,,0,0,0,0,DESKTOP_ONLY
ekwtamil99uni,release/e/ekwtamil99uni/source/ekwtamil99uni.kmn,any,yes,yes,yes,tablet,default|shift|numeric,8,8,0,0,DEVELOPED
elbasan,release/e/elbasan/source/elbasan.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,0,0,0,0,DEFAULT_SCAFFOLD
embera_north,release/e/embera_north/source/embera_north.kmn,any,yes,yes,yes,tablet,default|shift|numeric,42,28,0,0,DEVELOPED
enga,release/e/enga/source/enga.kmn,any,yes,yes,yes,phone,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
enggano,release/e/enggano/source/enggano.kmn,any,yes,yes,yes,phone,default|shift|numeric,28,28,0,0,DEVELOPED
english_shavian_igc,release/e/english_shavian_igc/source/english_shavian_igc.kmn,any,yes,yes,yes,tablet+phone,default|symbols|latin-default|latin-shift|latin-shiftlock,457,457,0,7,DEVELOPED
english_shavian_jafl,release/e/english_shavian_jafl/source/english_shavian_jafl.kmn,any,yes,yes,yes,tablet+phone,default|shavian_shift|shavian_shiftlock|numbers|latin_default|latin_shift|latin_shiftlock|symbols,218,218,209,11,DEVELOPED
english_shavian_qwerty,release/e/english_shavian_qwerty/source/english_shavian_qwerty.kmn,any,yes,yes,yes,tablet+phone,default|latin-default|shift|latin-shift|latin-shiftlock|symbols,405,405,0,4,DEVELOPED
eo_plus,release/e/eo_plus/source/eo_plus.kmn,any,yes,yes,yes,phone+tablet,default|shift|symbols|caps|root,396,168,0,0,DEVELOPED
esperanto_sava_eujao,release/e/esperanto_sava_eujao/source/esperanto_sava_eujao.kmn,any,yes,yes,yes,tablet,default|shift|shift-ctrl|shift-ctrl-alt,0,0,0,0,DEFAULT_SCAFFOLD
esperuni,release/e/esperuni/source/esperuni.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
ewe,release/e/ewe/source/ewe.kmn,any,yes,yes,yes,tablet,default|shift|ctrl|alt,0,0,0,0,DEFAULT_SCAFFOLD
el_dari_clra,release/el/el_dari_clra/source/el_dari_clra.kmn,any,yes,yes,yes,tablet,default|shift|ctrl-alt,0,0,0,0,DEFAULT_SCAFFOLD
el_dinka,release/el/el_dinka/source/el_dinka.kmn,any,yes,yes,yes,tablet+phone,default|shift|numeric,70,70,0,0,DEVELOPED
el_harari_latin,release/el/el_harari_latin/source/el_harari_latin.kmn,web desktop,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
el_naija,release/el/el_naija/source/el_naija.kmn,desktop,no,no,no,,,0,0,0,0,DESKTOP_ONLY
el_nuer,release/el/el_nuer/source/el_nuer.kmn,any,yes,yes,yes,tablet+phone,default|shift|numeric,66,54,0,0,DEVELOPED
el_osmanya,release/el/el_osmanya/source/el_osmanya.kmn,web desktop,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
el_pan_sahelian,release/el/el_pan_sahelian/source/el_pan_sahelian.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
el_pasifika,release/el/el_pasifika/source/el_pasifika.kmn,any,yes,yes,yes,phone,default|shift|numeric,28,16,0,0,DEVELOPED
el_yolngu,release/el/el_yolngu/source/el_yolngu.kmn,(none),no,no,no,,,0,0,0,0,DESKTOP_ONLY
engram,release/engram/engram/source/engram.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
engram_en,release/engram/engram_en/source/engram_en.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
farsi_phonetic,release/f/farsi_phonetic/source/farsi_phonetic.kmn,any,yes,yes,yes,tablet,default|shift,14,14,0,0,DEVELOPED
farsiman,release/f/farsiman/source/farsiman.kmn,any,yes,yes,yes,tablet,default|shift|numeric,26,26,0,0,DEVELOPED
foochow,release/f/foochow/source/foochow.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies|caps,112,83,0,0,DEVELOPED
formosa,release/f/formosa/source/formosa.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
french_zhjay,release/f/french_zhjay/source/french_zhjay.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,28,28,0,0,DEVELOPED
fulfulde_ajami_qwerty,release/f/fulfulde_ajami_qwerty/source/fulfulde_ajami_qwerty.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,5,5,0,0,DEVELOPED
fulfulde_latin_qwerty,release/f/fulfulde_latin_qwerty/source/fulfulde_latin_qwerty.kmn,any,yes,yes,yes,tablet,default|shift|numeric,36,36,0,0,DEVELOPED
fv_anicinapemi8in,release/fv/fv_anicinapemi8in/source/fv_anicinapemi8in.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,10,10,0,0,DEVELOPED
fv_anishinaabemowin,release/fv/fv_anishinaabemowin/source/fv_anishinaabemowin.kmn,any,yes,yes,yes,tablet,default|shift|numeric,20,20,0,0,DEVELOPED
fv_atikamekw,release/fv/fv_atikamekw/source/fv_atikamekw.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,18,18,0,0,DEVELOPED
fv_australian,release/fv/fv_australian/source/fv_australian.kmn,mobile tablet,yes,yes,yes,tablet,shift|default|numeric,24,24,0,0,DEVELOPED
fv_blackfoot,release/fv/fv_blackfoot/source/fv_blackfoot.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,2,2,0,0,DEVELOPED
fv_bodewadminwen,release/fv/fv_bodewadminwen/source/fv_bodewadminwen.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,4,4,0,0,DEVELOPED
fv_cree_latin,release/fv/fv_cree_latin/source/fv_cree_latin.kmn,any,yes,yes,yes,tablet,default|shift|numeric,26,26,0,0,DEVELOPED
fv_dakelh,release/fv/fv_dakelh/source/fv_dakelh.kmn,any,yes,yes,yes,tablet,shift|default|numeric,30,30,0,0,DEVELOPED
fv_dakota_mb,release/fv/fv_dakota_mb/source/fv_dakota_mb.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,32,32,0,0,DEVELOPED
fv_dakota_sk,release/fv/fv_dakota_sk/source/fv_dakota_sk.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,18,18,0,0,DEVELOPED
fv_dane_zaa_zaage,release/fv/fv_dane_zaa_zaage/source/fv_dane_zaa_zaage.kmn,any,yes,yes,yes,tablet,default|shift|numeric,28,28,0,0,DEVELOPED
fv_dene_dzage,release/fv/fv_dene_dzage/source/fv_dene_dzage.kmn,any,yes,yes,yes,tablet,default|shift|numeric,2,2,0,0,DEVELOPED
fv_dene_mb,release/fv/fv_dene_mb/source/fv_dene_mb.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,21,21,0,0,DEVELOPED
fv_dene_nt,release/fv/fv_dene_nt/source/fv_dene_nt.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,11,11,0,0,DEVELOPED
fv_dene_zhatie,release/fv/fv_dene_zhatie/source/fv_dene_zhatie.kmn,any,yes,yes,yes,tablet,default|shift|numeric,36,36,0,0,DEVELOPED
fv_denesuline,release/fv/fv_denesuline/source/fv_denesuline.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,38,38,0,0,DEVELOPED
fv_denesuline_epsilon,release/fv/fv_denesuline_epsilon/source/fv_denesuline_epsilon.kmn,any,yes,yes,yes,tablet,default|shift|numeric,38,38,0,0,DEVELOPED
fv_dexwlesucid,release/fv/fv_dexwlesucid/source/fv_dexwlesucid.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,32,32,0,0,DEVELOPED
fv_diitiidatx,release/fv/fv_diitiidatx/source/fv_diitiidatx.kmn,any,yes,yes,yes,tablet,shift|default|numeric,24,24,0,0,DEVELOPED
fv_dine_bizaad,release/fv/fv_dine_bizaad/source/fv_dine_bizaad.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,32,32,0,0,DEVELOPED
fv_eastern_canadian_inuktitut,release/fv/fv_eastern_canadian_inuktitut/source/fv_eastern_canadian_inuktitut.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,39,39,0,0,DEVELOPED
fv_gitsenimx,release/fv/fv_gitsenimx/source/fv_gitsenimx.kmn,any,yes,yes,yes,tablet,shift|default|numeric,4,4,0,0,DEVELOPED
fv_goyogohono,release/fv/fv_goyogohono/source/fv_goyogohono.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,28,28,0,0,DEVELOPED
fv_gwichin,release/fv/fv_gwichin/source/fv_gwichin.kmn,any,yes,yes,yes,tablet+phone,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
fv_hailzaqvla,release/fv/fv_hailzaqvla/source/fv_hailzaqvla.kmn,any,yes,yes,yes,tablet,default|shift|numeric,72,72,0,0,DEVELOPED
fv_haisla,release/fv/fv_haisla/source/fv_haisla.kmn,any,yes,yes,yes,phone,default|shift|numeric|symbol,39,39,0,0,DEVELOPED
fv_halqemeylem,release/fv/fv_halqemeylem/source/fv_halqemeylem.kmn,any,yes,yes,yes,tablet,shift|default|numeric,30,30,0,0,DEVELOPED
fv_han,release/fv/fv_han/source/fv_han.kmn,any,yes,yes,yes,tablet,shift|default|numeric,2,2,0,0,DEVELOPED
fv_henqeminem,release/fv/fv_henqeminem/source/fv_henqeminem.kmn,any,yes,yes,yes,tablet,shift|default|numeric,40,40,0,0,DEVELOPED
fv_hlgaagilda_xaayda_kil,release/fv/fv_hlgaagilda_xaayda_kil/source/fv_hlgaagilda_xaayda_kil.kmn,any,yes,yes,yes,tablet,shift|default|numeric,34,34,0,0,DEVELOPED
fv_hulquminum,release/fv/fv_hulquminum/source/fv_hulquminum.kmn,mobile tablet,yes,yes,yes,tablet,shift|default|numeric,6,6,0,0,DEVELOPED
fv_hulquminum_combine,release/fv/fv_hulquminum_combine/source/fv_hulquminum_combine.kmn,any,yes,yes,yes,tablet,shift|default|numeric,32,32,0,0,DEVELOPED
fv_ilnu_innu_aimun,release/fv/fv_ilnu_innu_aimun/source/fv_ilnu_innu_aimun.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,2,2,0,0,DEVELOPED
fv_inuvialuktun,release/fv/fv_inuvialuktun/source/fv_inuvialuktun.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,2,2,0,0,DEVELOPED
fv_isga_iabi,release/fv/fv_isga_iabi/source/fv_isga_iabi.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,16,16,0,0,DEVELOPED
fv_kanienkeha_e,release/fv/fv_kanienkeha_e/source/fv_kanienkeha_e.kmn,any,yes,yes,yes,tablet,default|shift|numeric,22,22,0,0,DEVELOPED
fv_kashogotine_yati,release/fv/fv_kashogotine_yati/source/fv_kashogotine_yati.kmn,any,yes,yes,yes,tablet,default|shift|numeric,40,40,0,0,DEVELOPED
fv_klahoose,release/fv/fv_klahoose/source/fv_klahoose.kmn,any,yes,yes,yes,tablet,shift|default|numeric,42,42,0,0,DEVELOPED
fv_ktunaxa,release/fv/fv_ktunaxa/source/fv_ktunaxa.kmn,any,yes,yes,yes,tablet,default|shift|numeric,20,20,0,0,DEVELOPED
fv_kwadacha_tsekene,release/fv/fv_kwadacha_tsekene/source/fv_kwadacha_tsekene.kmn,any,yes,yes,yes,tablet,default|shift|numeric,50,50,0,0,DEVELOPED
fv_kwakwala,release/fv/fv_kwakwala/source/fv_kwakwala.kmn,any,yes,yes,yes,tablet,shift|default|numeric,22,22,0,0,DEVELOPED
fv_kwakwala_liqwala,release/fv/fv_kwakwala_liqwala/source/fv_kwakwala_liqwala.kmn,any,yes,yes,yes,tablet,shift|default|numeric,30,30,0,0,DEVELOPED
fv_lakota,release/fv/fv_lakota/source/fv_lakota.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,24,24,0,0,DEVELOPED
fv_lekwungen,release/fv/fv_lekwungen/source/fv_lekwungen.kmn,any,yes,yes,yes,tablet,shift|default|numeric,40,40,0,0,DEVELOPED
fv_lunaapeewi_huluniixsuwaakan,release/fv/fv_lunaapeewi_huluniixsuwaakan/source/fv_lunaapeewi_huluniixsuwaakan.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,14,14,0,0,DEVELOPED
fv_maori,release/fv/fv_maori/source/fv_maori.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,10,10,0,0,DEVELOPED
fv_migmaq,release/fv/fv_migmaq/source/fv_migmaq.kmn,any,yes,yes,yes,tablet,shift|default|numeric,16,16,0,0,DEVELOPED
fv_moose_cree,release/fv/fv_moose_cree/source/fv_moose_cree.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,15,15,0,0,DEVELOPED
fv_nakoda,release/fv/fv_nakoda/source/fv_nakoda.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,18,18,0,0,DEVELOPED
fv_naskapi,release/fv/fv_naskapi/source/fv_naskapi.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,8,8,0,0,DEVELOPED
fv_natwits,release/fv/fv_natwits/source/fv_natwits.kmn,any,yes,yes,yes,tablet,shift|default|numeric,4,4,0,0,DEVELOPED
fv_neeaandeg,release/fv/fv_neeaandeg/source/fv_neeaandeg.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,2,2,0,0,DEVELOPED
fv_neeaaneegn,release/fv/fv_neeaaneegn/source/fv_neeaaneegn.kmn,mobile tablet,yes,yes,yes,tablet,shift|default|numeric,2,2,0,0,DEVELOPED
fv_nexwslayemucen,release/fv/fv_nexwslayemucen/source/fv_nexwslayemucen.kmn,any,yes,yes,yes,tablet,default|shift|numeric,42,42,0,0,DEVELOPED
fv_nisgaa,release/fv/fv_nisgaa/source/fv_nisgaa.kmn,any,yes,yes,yes,tablet,shift|default|numeric,16,16,0,0,DEVELOPED
fv_nlakapamuxcheen,release/fv/fv_nlakapamuxcheen/source/fv_nlakapamuxcheen.kmn,any,yes,yes,yes,tablet,default|shift|numeric,6,6,0,0,DEVELOPED
fv_nlekepmxcin,release/fv/fv_nlekepmxcin/source/fv_nlekepmxcin.kmn,any,yes,yes,yes,tablet,shift|default|numeric,58,58,0,0,DEVELOPED
fv_nlha7kapmxtsin,release/fv/fv_nlha7kapmxtsin/source/fv_nlha7kapmxtsin.kmn,any,yes,yes,yes,tablet,default|shift|numeric,32,32,0,0,DEVELOPED
fv_northern_east_cree,release/fv/fv_northern_east_cree/source/fv_northern_east_cree.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,20,20,0,0,DEVELOPED
fv_northern_tutchone,release/fv/fv_northern_tutchone/source/fv_northern_tutchone.kmn,any,yes,yes,yes,tablet,shift|default|numeric,2,2,0,0,DEVELOPED
fv_nsilxcen,release/fv/fv_nsilxcen/source/fv_nsilxcen.kmn,any,yes,yes,yes,tablet,shift|default|numeric,54,54,0,0,DEVELOPED
fv_nuucaanul,release/fv/fv_nuucaanul/source/fv_nuucaanul.kmn,any,yes,yes,yes,tablet,shift|default|numeric,24,24,0,0,DEVELOPED
fv_nuxalk,release/fv/fv_nuxalk/source/fv_nuxalk.kmn,mobile tablet,yes,yes,yes,tablet,shift|default|numeric,4,4,0,0,DEVELOPED
fv_ojibwa,release/fv/fv_ojibwa/source/fv_ojibwa.kmn,any,yes,yes,yes,tablet,default|shift|numeric,40,40,0,0,DEVELOPED
fv_ojibwa_ifinal,release/fv/fv_ojibwa_ifinal/source/fv_ojibwa_ifinal.kmn,any,yes,yes,yes,tablet,default|shift|numeric,40,40,0,0,DEVELOPED
fv_ojibwa_ifinal_rdot,release/fv/fv_ojibwa_ifinal_rdot/source/fv_ojibwa_ifinal_rdot.kmn,any,yes,yes,yes,tablet,default|shift|numeric,40,40,0,0,DEVELOPED
fv_ojibwa_rdot,release/fv/fv_ojibwa_rdot/source/fv_ojibwa_rdot.kmn,any,yes,yes,yes,tablet,default|shift|numeric,34,34,0,0,DEVELOPED
fv_onayotaaka,release/fv/fv_onayotaaka/source/fv_onayotaaka.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,68,68,0,0,DEVELOPED
fv_onodagega_onondagega,release/fv/fv_onodagega_onondagega/source/fv_onodagega_onondagega.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,18,18,0,0,DEVELOPED
fv_onodowaga,release/fv/fv_onodowaga/source/fv_onodowaga.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,34,34,0,0,DEVELOPED
fv_plains_cree,release/fv/fv_plains_cree/source/fv_plains_cree.kmn,any,yes,yes,yes,tablet,default|shift|numeric,9,9,0,0,DEVELOPED
fv_sahugotine_yati,release/fv/fv_sahugotine_yati/source/fv_sahugotine_yati.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,38,38,0,0,DEVELOPED
fv_secwepemctsin,release/fv/fv_secwepemctsin/source/fv_secwepemctsin.kmn,any,yes,yes,yes,tablet,shift|default|numeric,36,36,0,0,DEVELOPED
fv_sencoten,release/fv/fv_sencoten/source/fv_sencoten.kmn,any,yes,yes,yes,tablet,default|numeric,16,16,0,0,DEVELOPED
fv_severn_ojibwa,release/fv/fv_severn_ojibwa/source/fv_severn_ojibwa.kmn,any,yes,yes,yes,tablet,default|shift|numeric,28,28,0,0,DEVELOPED
fv_severn_ojibwa_rdot,release/fv/fv_severn_ojibwa_rdot/source/fv_severn_ojibwa_rdot.kmn,any,yes,yes,yes,tablet,default|shift|numeric,40,40,0,0,DEVELOPED
fv_sguuxs,release/fv/fv_sguuxs/source/fv_sguuxs.kmn,any,yes,yes,yes,tablet,default|shift|numeric,18,18,0,0,DEVELOPED
fv_shashishalhem,release/fv/fv_shashishalhem/source/fv_shashishalhem.kmn,any,yes,yes,yes,tablet,shift|default|numeric,14,14,0,0,DEVELOPED
fv_shihgotine_yati,release/fv/fv_shihgotine_yati/source/fv_shihgotine_yati.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,34,34,0,0,DEVELOPED
fv_skaru_re,release/fv/fv_skaru_re/source/fv_skaru_re.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,30,30,0,0,DEVELOPED
fv_skicinuwatuwewakon,release/fv/fv_skicinuwatuwewakon/source/fv_skicinuwatuwewakon.kmn,mobile tablet,yes,yes,yes,tablet,default|shift|numeric,2,2,0,0,DEVELOPED
fv_skwxwumesh_snichim,release/fv/fv_skwxwumesh_snichim/source/fv_skwxwumesh_snichim.kmn,any,yes,yes,yes,tablet,default|shift|numeric,38,38,0,0,DEVELOPED
